dist_code,year,state_code,state_name,dist_name,area,production,yield_kg_ha
121,2011,3,Gujarat,Ahmedabad,16.4,27.1,1652.0
121,2012,3,Gujarat,Ahmedabad,2.6,4.5,1731.0
121,2013,3,Gujarat,Ahmedabad,3.01,5.49,1824.0
121,2014,3,Gujarat,Ahmedabad,2.9,5.13,1769.0
121,2015,3,Gujarat,Ahmedabad,1.34,2.6,1940.0
121,2016,3,Gujarat,Ahmedabad,1.65,4.44,2696.0
121,2017,3,Gujarat,Ahmedabad,1.96,4.57,2332.0
121,2018,3,Gujarat,Ahmedabad,2.41,5.13,2126.0
121,2019,3,Gujarat,Ahmedabad,1.31,4.05,3099.0
122,1990,3,Gujarat,Amreli,58.7,66.7,1136.0
122,1991,3,Gujarat,Amreli,55.9,59.4,1063.0
122,1992,3,Gujarat,Amreli,60.7,128.0,2109.0
122,1993,3,Gujarat,Amreli,49.7,33.0,664.0
122,1994,3,Gujarat,Amreli,50.0,75.0,1500.0
122,1995,3,Gujarat,Amreli,52.4,79.6,1519.0
122,1996,3,Gujarat,Amreli,51.7,108.1,2091.0
122,1997,3,Gujarat,Amreli,50.3,100.7,2002.0
122,1998,3,Gujarat,Amreli,55.7,106.5,1912.0
122,1999,3,Gujarat,Amreli,49.0,52.4,1069.0
122,2000,3,Gujarat,Amreli,42.6,31.0,728.0
122,2001,3,Gujarat,Amreli,46.1,87.6,1900.0
122,2002,3,Gujarat,Amreli,50.5,93.6,1853.0
122,2003,3,Gujarat,Amreli,31.7,63.1,1991.0
122,2004,3,Gujarat,Amreli,34.4,42.7,1241.0
122,2005,3,Gujarat,Amreli,32.2,56.4,1752.0
122,2006,3,Gujarat,Amreli,24.3,40.0,1646.0
122,2007,3,Gujarat,Amreli,16.7,28.0,1677.0
122,2008,3,Gujarat,Amreli,14.8,26.6,1797.0
122,2009,3,Gujarat,Amreli,9.5,7.6,800.0
122,2010,3,Gujarat,Amreli,10.6,19.3,1821.0
122,2011,3,Gujarat,Amreli,7.9,12.5,1582.0
122,2012,3,Gujarat,Amreli,4.5,1.9,422.0
122,2013,3,Gujarat,Amreli,4.89,10.03,2051.0
122,2014,3,Gujarat,Amreli,4.35,8.61,1979.0
122,2015,3,Gujarat,Amreli,2.71,6.4,2362.0
122,2016,3,Gujarat,Amreli,3.58,7.79,2174.0
122,2017,3,Gujarat,Amreli,3.8,7.95,2095.0
122,2018,3,Gujarat,Amreli,3.9,5.77,1480.0
122,2019,3,Gujarat,Amreli,6.2,16.39,2645.0
123,1990,3,Gujarat,Banaskantha,338.4,244.6,723.0
123,1991,3,Gujarat,Banaskantha,351.7,106.7,303.0
123,1992,3,Gujarat,Banaskantha,338.6,224.1,662.0
123,1993,3,Gujarat,Banaskantha,348.3,130.9,376.0
123,1994,3,Gujarat,Banaskantha,353.0,223.0,632.0
123,1995,3,Gujarat,Banaskantha,346.7,178.6,515.0
123,1996,3,Gujarat,Banaskantha,222.1,143.5,646.0
123,1997,3,Gujarat,Banaskantha,343.8,281.1,818.0
123,1998,3,Gujarat,Banaskantha,344.2,275.9,802.0
123,1999,3,Gujarat,Banaskantha,343.4,216.4,630.0
123,2000,3,Gujarat,Banaskantha,309.0,207.6,672.0
123,2001,3,Gujarat,Banaskantha,317.1,294.5,929.0
123,2002,3,Gujarat,Banaskantha,322.0,192.5,598.0
123,2003,3,Gujarat,Banaskantha,278.8,406.8,1459.0
123,2004,3,Gujarat,Banaskantha,237.9,239.7,1008.0
123,2005,3,Gujarat,Banaskantha,274.7,313.9,1143.0
123,2006,3,Gujarat,Banaskantha,274.6,216.5,788.0
123,2007,3,Gujarat,Banaskantha,269.1,345.2,1283.0
123,2008,3,Gujarat,Banaskantha,204.8,205.6,1004.0
123,2009,3,Gujarat,Banaskantha,180.1,168.8,937.0
123,2010,3,Gujarat,Banaskantha,294.0,488.3,1661.0
123,2011,3,Gujarat,Banaskantha,280.6,490.8,1749.0
123,2012,3,Gujarat,Banaskantha,236.2,428.9,1816.0
123,2013,3,Gujarat,Banaskantha,266.23,525.56,1974.0
123,2014,3,Gujarat,Banaskantha,186.56,428.38,2296.0
123,2015,3,Gujarat,Banaskantha,159.09,373.07,2345.0
123,2016,3,Gujarat,Banaskantha,199.66,419.71,2102.0
123,2017,3,Gujarat,Banaskantha,162.97,438.07,2688.0
123,2018,3,Gujarat,Banaskantha,210.26,452.91,2154.0
123,2019,3,Gujarat,Banaskantha,254.57,618.18,2428.0
124,1990,3,Gujarat,Bharuch,7.8,6.5,833.0
124,1991,3,Gujarat,Bharuch,7.1,3.7,521.0
124,1992,3,Gujarat,Bharuch,7.1,8.6,1211.0
124,1993,3,Gujarat,Bharuch,7.7,4.3,558.0
124,1994,3,Gujarat,Bharuch,7.0,6.0,857.0
124,1995,3,Gujarat,Bharuch,7.4,6.0,811.0
124,1996,3,Gujarat,Bharuch,4.6,5.5,1196.0
124,1997,3,Gujarat,Bharuch,5.3,6.7,1264.0
124,1998,3,Gujarat,Bharuch,5.4,5.8,1074.0
124,1999,3,Gujarat,Bharuch,5.9,4.7,797.0
124,2000,3,Gujarat,Bharuch,3.2,2.5,781.0
124,2001,3,Gujarat,Bharuch,3.2,4.3,1344.0
124,2002,3,Gujarat,Bharuch,2.5,2.2,880.0
124,2003,3,Gujarat,Bharuch,3.2,4.5,1406.0
124,2004,3,Gujarat,Bharuch,3.3,3.7,1121.0
124,2005,3,Gujarat,Bharuch,3.9,4.7,1205.0
124,2006,3,Gujarat,Bharuch,2.5,2.3,920.0
124,2007,3,Gujarat,Bharuch,0.5,1.1,2200.0
124,2008,3,Gujarat,Bharuch,0.7,1.7,2429.0
124,2009,3,Gujarat,Bharuch,0.5,1.0,2000.0
124,2010,3,Gujarat,Bharuch,2.3,4.7,2043.0
124,2011,3,Gujarat,Bharuch,2.9,6.2,2138.0
124,2012,3,Gujarat,Bharuch,0.8,1.5,1875.0
124,2013,3,Gujarat,Bharuch,0.57,1.38,2421.0
124,2014,3,Gujarat,Bharuch,0.44,0.77,1750.0
124,2015,3,Gujarat,Bharuch,0.32,0.63,1969.0
124,2016,3,Gujarat,Bharuch,0.23,0.22,943.0
124,2017,3,Gujarat,Bharuch,0.36,0.67,1853.0
124,2018,3,Gujarat,Bharuch,0.22,0.64,2914.0
124,2019,3,Gujarat,Bharuch,0.26,0.72,2786.0
125,1990,3,Gujarat,Vadodara,19.3,19.7,1021.0
125,1991,3,Gujarat,Vadodara,18.1,17.7,978.0
125,1992,3,Gujarat,Vadodara,16.5,22.0,1333.0
125,1993,3,Gujarat,Vadodara,16.4,23.9,1457.0
125,1994,3,Gujarat,Vadodara,15.0,17.0,1133.0
125,1995,3,Gujarat,Vadodara,17.9,22.1,1235.0
125,1996,3,Gujarat,Vadodara,15.6,23.7,1519.0
125,1997,3,Gujarat,Vadodara,16.8,25.2,1500.0
125,1998,3,Gujarat,Vadodara,17.9,17.5,978.0
125,1999,3,Gujarat,Vadodara,17.5,18.3,1046.0
125,2000,3,Gujarat,Vadodara,17.5,18.7,1069.0
125,2001,3,Gujarat,Vadodara,17.3,21.4,1237.0
125,2002,3,Gujarat,Vadodara,19.2,26.5,1380.0
125,2003,3,Gujarat,Vadodara,14.2,20.2,1423.0
125,2004,3,Gujarat,Vadodara,10.6,12.6,1189.0
125,2005,3,Gujarat,Vadodara,10.9,15.2,1394.0
125,2006,3,Gujarat,Vadodara,11.6,12.8,1103.0
125,2007,3,Gujarat,Vadodara,11.3,19.4,1717.0
125,2008,3,Gujarat,Vadodara,11.6,17.1,1474.0
125,2009,3,Gujarat,Vadodara,11.8,18.4,1559.0
125,2010,3,Gujarat,Vadodara,16.1,31.9,1981.0
125,2011,3,Gujarat,Vadodara,18.3,36.9,2016.0
125,2012,3,Gujarat,Vadodara,13.1,31.5,2405.0
125,2013,3,Gujarat,Vadodara,15.74,25.54,1623.0
125,2014,3,Gujarat,Vadodara,10.72,19.5,1819.0
125,2015,3,Gujarat,Vadodara,10.19,18.64,1829.0
125,2016,3,Gujarat,Vadodara,13.49,29.88,2214.0
125,2017,3,Gujarat,Vadodara,7.56,16.62,2199.0
125,2018,3,Gujarat,Vadodara,5.03,10.7,2125.0
125,2019,3,Gujarat,Vadodara,5.18,12.41,2393.0
126,1990,3,Gujarat,Bhavnagar,137.6,117.2,852.0
126,1991,3,Gujarat,Bhavnagar,140.0,118.6,847.0
126,1992,3,Gujarat,Bhavnagar,138.3,294.5,2129.0
126,1993,3,Gujarat,Bhavnagar,119.6,91.8,768.0
126,1994,3,Gujarat,Bhavnagar,117.0,176.0,1504.0
126,1995,3,Gujarat,Bhavnagar,113.5,150.8,1329.0
126,1996,3,Gujarat,Bhavnagar,116.9,215.7,1845.0
126,1997,3,Gujarat,Bhavnagar,101.1,199.2,1970.0
126,1998,3,Gujarat,Bhavnagar,96.3,165.7,1721.0
126,1999,3,Gujarat,Bhavnagar,92.8,62.5,673.0
126,2000,3,Gujarat,Bhavnagar,84.5,52.2,618.0
126,2001,3,Gujarat,Bhavnagar,68.3,120.2,1760.0
126,2002,3,Gujarat,Bhavnagar,68.7,139.3,2028.0
126,2003,3,Gujarat,Bhavnagar,70.0,142.2,2031.0
126,2004,3,Gujarat,Bhavnagar,65.3,107.6,1648.0
126,2005,3,Gujarat,Bhavnagar,61.4,141.9,2311.0
126,2006,3,Gujarat,Bhavnagar,50.9,116.5,2289.0
126,2007,3,Gujarat,Bhavnagar,51.2,126.2,2465.0
126,2008,3,Gujarat,Bhavnagar,47.9,109.1,2278.0
126,2009,3,Gujarat,Bhavnagar,50.1,85.7,1711.0
126,2010,3,Gujarat,Bhavnagar,50.7,127.2,2509.0
126,2011,3,Gujarat,Bhavnagar,52.3,116.8,2233.0
126,2012,3,Gujarat,Bhavnagar,31.0,47.9,1545.0
126,2013,3,Gujarat,Bhavnagar,34.29,87.37,2548.0
126,2014,3,Gujarat,Bhavnagar,37.38,88.29,2362.0
126,2015,3,Gujarat,Bhavnagar,33.76,78.32,2320.0
126,2016,3,Gujarat,Bhavnagar,34.81,83.21,2390.0
126,2017,3,Gujarat,Bhavnagar,34.26,93.2,2721.0
126,2018,3,Gujarat,Bhavnagar,29.26,77.98,2665.0
126,2019,3,Gujarat,Bhavnagar,27.38,73.2,2673.0
129,1990,3,Gujarat,Jamnagar,56.3,14.7,261.0
129,1991,3,Gujarat,Jamnagar,51.8,20.1,388.0
129,1992,3,Gujarat,Jamnagar,77.6,80.0,1031.0
129,1993,3,Gujarat,Jamnagar,71.7,69.0,962.0
129,1994,3,Gujarat,Jamnagar,67.0,74.0,1104.0
129,1995,3,Gujarat,Jamnagar,54.9,37.7,687.0
129,1996,3,Gujarat,Jamnagar,53.7,53.9,1004.0
129,1997,3,Gujarat,Jamnagar,51.7,66.3,1282.0
129,1998,3,Gujarat,Jamnagar,57.4,39.6,690.0
129,1999,3,Gujarat,Jamnagar,36.0,10.5,292.0
129,2000,3,Gujarat,Jamnagar,39.7,29.7,748.0
129,2001,3,Gujarat,Jamnagar,40.4,47.5,1176.0
129,2002,3,Gujarat,Jamnagar,31.3,8.9,284.0
129,2003,3,Gujarat,Jamnagar,36.3,62.2,1713.0
129,2004,3,Gujarat,Jamnagar,28.0,34.2,1221.0
129,2005,3,Gujarat,Jamnagar,22.1,23.3,1054.0
129,2006,3,Gujarat,Jamnagar,9.6,13.6,1417.0
129,2007,3,Gujarat,Jamnagar,14.8,23.8,1608.0
129,2008,3,Gujarat,Jamnagar,12.1,18.9,1562.0
129,2009,3,Gujarat,Jamnagar,10.9,15.8,1450.0
129,2010,3,Gujarat,Jamnagar,5.9,7.3,1237.0
129,2011,3,Gujarat,Jamnagar,3.8,7.4,1947.0
129,2012,3,Gujarat,Jamnagar,0.5,1.1,2200.0
129,2013,3,Gujarat,Jamnagar,1.8,3.15,1750.0
129,2014,3,Gujarat,Jamnagar,0.15,0.39,2600.0
129,2015,3,Gujarat,Jamnagar,0.04,0.11,2750.0
129,2016,3,Gujarat,Jamnagar,0.49,1.11,2245.0
129,2017,3,Gujarat,Jamnagar,0.6,1.43,2403.0
129,2018,3,Gujarat,Jamnagar,0.17,0.24,1399.0
129,2019,3,Gujarat,Jamnagar,0.65,1.85,2831.0
130,1990,3,Gujarat,Junagadh,38.1,52.0,1365.0
130,1991,3,Gujarat,Junagadh,40.0,45.6,1140.0
130,1992,3,Gujarat,Junagadh,47.2,79.2,1678.0
130,1993,3,Gujarat,Junagadh,39.8,38.1,957.0
130,1994,3,Gujarat,Junagadh,41.0,71.0,1732.0
130,1995,3,Gujarat,Junagadh,38.9,69.7,1792.0
130,1996,3,Gujarat,Junagadh,44.6,80.6,1807.0
130,1997,3,Gujarat,Junagadh,34.2,71.4,2088.0
130,1998,3,Gujarat,Junagadh,28.7,66.5,2317.0
130,1999,3,Gujarat,Junagadh,21.6,30.6,1417.0
130,2000,3,Gujarat,Junagadh,28.0,46.4,1657.0
130,2001,3,Gujarat,Junagadh,25.5,57.6,2259.0
130,2002,3,Gujarat,Junagadh,27.1,53.8,1985.0
130,2003,3,Gujarat,Junagadh,24.5,54.8,2237.0
130,2004,3,Gujarat,Junagadh,21.4,41.9,1958.0
130,2005,3,Gujarat,Junagadh,22.8,46.7,2048.0
130,2006,3,Gujarat,Junagadh,22.4,40.5,1808.0
130,2007,3,Gujarat,Junagadh,18.5,34.1,1843.0
130,2008,3,Gujarat,Junagadh,12.9,32.7,2535.0
130,2009,3,Gujarat,Junagadh,19.2,36.5,1901.0
130,2010,3,Gujarat,Junagadh,17.1,32.6,1906.0
130,2011,3,Gujarat,Junagadh,17.3,41.7,2410.0
130,2012,3,Gujarat,Junagadh,11.2,13.5,1205.0
130,2013,3,Gujarat,Junagadh,18.84,48.63,2581.0
130,2014,3,Gujarat,Junagadh,1.07,2.75,2570.0
130,2015,3,Gujarat,Junagadh,1.45,2.54,1752.0
130,2016,3,Gujarat,Junagadh,2.37,5.71,2408.0
130,2017,3,Gujarat,Junagadh,1.92,5.45,2845.0
130,2018,3,Gujarat,Junagadh,1.08,3.15,2927.0
130,2019,3,Gujarat,Junagadh,1.85,6.93,3754.0
131,1990,3,Gujarat,Kheda,145.9,177.4,1216.0
131,1991,3,Gujarat,Kheda,137.0,166.7,1217.0
131,1992,3,Gujarat,Kheda,148.1,277.2,1872.0
131,1993,3,Gujarat,Kheda,139.0,185.7,1336.0
131,1994,3,Gujarat,Kheda,140.0,153.0,1093.0
131,1995,3,Gujarat,Kheda,139.7,206.5,1478.0
131,1996,3,Gujarat,Kheda,127.4,186.8,1466.0
131,1997,3,Gujarat,Kheda,139.9,213.4,1525.0
131,1998,3,Gujarat,Kheda,132.3,217.2,1642.0
131,1999,3,Gujarat,Kheda,132.5,232.5,1755.0
131,2000,3,Gujarat,Kheda,72.8,100.0,1374.0
131,2001,3,Gujarat,Kheda,72.8,118.4,1626.0
131,2002,3,Gujarat,Kheda,83.3,122.4,1469.0
131,2003,3,Gujarat,Kheda,73.0,96.6,1323.0
131,2004,3,Gujarat,Kheda,70.1,88.6,1264.0
131,2005,3,Gujarat,Kheda,66.6,91.2,1369.0
131,2006,3,Gujarat,Kheda,61.3,63.4,1034.0
131,2007,3,Gujarat,Kheda,78.0,114.9,1473.0
131,2008,3,Gujarat,Kheda,63.9,94.1,1473.0
131,2009,3,Gujarat,Kheda,50.4,69.0,1369.0
131,2010,3,Gujarat,Kheda,90.9,178.8,1967.0
131,2011,3,Gujarat,Kheda,99.7,194.2,1948.0
131,2012,3,Gujarat,Kheda,74.8,138.9,1857.0
131,2013,3,Gujarat,Kheda,77.96,142.34,1826.0
131,2014,3,Gujarat,Kheda,50.99,104.44,2048.0
131,2015,3,Gujarat,Kheda,43.2,89.12,2063.0
131,2016,3,Gujarat,Kheda,41.54,81.08,1952.0
131,2017,3,Gujarat,Kheda,46.94,99.72,2124.0
131,2018,3,Gujarat,Kheda,33.9,92.48,2728.0
131,2019,3,Gujarat,Kheda,30.73,72.13,2347.0
132,1990,3,Gujarat,Kutch,70.6,56.0,793.0
132,1991,3,Gujarat,Kutch,89.0,32.9,370.0
132,1992,3,Gujarat,Kutch,116.4,130.7,1123.0
132,1993,3,Gujarat,Kutch,89.4,28.1,314.0
132,1994,3,Gujarat,Kutch,114.0,113.0,991.0
132,1995,3,Gujarat,Kutch,96.4,37.7,391.0
132,1996,3,Gujarat,Kutch,86.7,35.3,407.0
132,1997,3,Gujarat,Kutch,115.0,136.7,1189.0
132,1998,3,Gujarat,Kutch,103.8,69.2,667.0
132,1999,3,Gujarat,Kutch,67.7,27.8,411.0
132,2000,3,Gujarat,Kutch,99.6,48.7,489.0
132,2001,3,Gujarat,Kutch,99.8,83.6,838.0
132,2002,3,Gujarat,Kutch,58.1,26.9,463.0
132,2003,3,Gujarat,Kutch,91.0,119.6,1314.0
132,2004,3,Gujarat,Kutch,94.4,77.7,823.0
132,2005,3,Gujarat,Kutch,53.4,57.2,1071.0
132,2006,3,Gujarat,Kutch,82.3,86.4,1050.0
132,2007,3,Gujarat,Kutch,97.0,123.2,1270.0
132,2008,3,Gujarat,Kutch,46.1,41.5,900.0
132,2009,3,Gujarat,Kutch,58.1,54.5,938.0
132,2010,3,Gujarat,Kutch,63.8,70.0,1097.0
132,2011,3,Gujarat,Kutch,50.8,53.5,1053.0
132,2012,3,Gujarat,Kutch,10.8,10.3,954.0
132,2013,3,Gujarat,Kutch,26.0,43.63,1678.0
132,2014,3,Gujarat,Kutch,9.53,11.12,1167.0
132,2015,3,Gujarat,Kutch,19.95,24.7,1238.0
132,2016,3,Gujarat,Kutch,20.87,22.69,1088.0
132,2017,3,Gujarat,Kutch,27.03,40.38,1494.0
132,2018,3,Gujarat,Kutch,5.74,4.74,825.0
132,2019,3,Gujarat,Kutch,18.97,24.5,1292.0
133,1990,3,Gujarat,Mehsana,187.3,206.1,1100.0
133,1991,3,Gujarat,Mehsana,187.2,141.5,756.0
133,1992,3,Gujarat,Mehsana,182.4,217.4,1192.0
133,1993,3,Gujarat,Mehsana,189.1,157.3,832.0
133,1994,3,Gujarat,Mehsana,171.0,156.0,912.0
133,1995,3,Gujarat,Mehsana,170.0,157.6,927.0
133,1996,3,Gujarat,Mehsana,104.7,144.4,1379.0
133,1997,3,Gujarat,Mehsana,157.8,192.6,1221.0
133,1998,3,Gujarat,Mehsana,160.9,174.0,1081.0
133,1999,3,Gujarat,Mehsana,151.8,144.2,950.0
133,2000,3,Gujarat,Mehsana,81.4,74.6,916.0
133,2001,3,Gujarat,Mehsana,83.9,118.1,1408.0
133,2002,3,Gujarat,Mehsana,85.7,90.8,1060.0
133,2003,3,Gujarat,Mehsana,69.9,86.1,1232.0
133,2004,3,Gujarat,Mehsana,54.9,73.8,1344.0
133,2005,3,Gujarat,Mehsana,65.9,67.9,1030.0
133,2006,3,Gujarat,Mehsana,71.9,61.5,855.0
133,2007,3,Gujarat,Mehsana,66.5,97.9,1472.0
133,2008,3,Gujarat,Mehsana,59.4,94.7,1594.0
133,2009,3,Gujarat,Mehsana,51.2,83.1,1623.0
133,2010,3,Gujarat,Mehsana,71.4,125.9,1763.0
133,2011,3,Gujarat,Mehsana,96.3,197.3,2049.0
133,2012,3,Gujarat,Mehsana,37.6,74.3,1976.0
133,2013,3,Gujarat,Mehsana,36.47,69.77,1913.0
133,2014,3,Gujarat,Mehsana,22.06,50.21,2276.0
133,2015,3,Gujarat,Mehsana,16.85,37.57,2230.0
133,2016,3,Gujarat,Mehsana,13.84,34.95,2525.0
133,2017,3,Gujarat,Mehsana,16.72,46.49,2781.0
133,2018,3,Gujarat,Mehsana,11.87,34.15,2877.0
133,2019,3,Gujarat,Mehsana,13.44,39.01,2902.0
134,1990,3,Gujarat,Panchmahal,29.1,18.7,643.0
134,1991,3,Gujarat,Panchmahal,29.7,18.3,616.0
134,1992,3,Gujarat,Panchmahal,29.0,28.9,997.0
134,1993,3,Gujarat,Panchmahal,26.2,13.1,500.0
134,1994,3,Gujarat,Panchmahal,24.0,14.0,583.0
134,1995,3,Gujarat,Panchmahal,22.0,15.5,705.0
134,1996,3,Gujarat,Panchmahal,13.8,14.2,1029.0
134,1997,3,Gujarat,Panchmahal,19.2,20.9,1089.0
134,1998,3,Gujarat,Panchmahal,18.1,16.7,923.0
134,1999,3,Gujarat,Panchmahal,14.8,10.8,730.0
134,2000,3,Gujarat,Panchmahal,15.4,12.6,818.0
134,2001,3,Gujarat,Panchmahal,18.5,16.7,903.0
134,2002,3,Gujarat,Panchmahal,17.8,13.6,764.0
134,2003,3,Gujarat,Panchmahal,9.6,7.0,729.0
134,2004,3,Gujarat,Panchmahal,12.0,10.9,908.0
134,2005,3,Gujarat,Panchmahal,10.6,9.3,877.0
134,2006,3,Gujarat,Panchmahal,8.9,5.1,573.0
134,2007,3,Gujarat,Panchmahal,11.0,11.5,1045.0
134,2008,3,Gujarat,Panchmahal,7.4,8.9,1203.0
134,2009,3,Gujarat,Panchmahal,7.8,9.4,1205.0
134,2010,3,Gujarat,Panchmahal,13.6,25.8,1897.0
134,2011,3,Gujarat,Panchmahal,16.9,37.6,2225.0
134,2012,3,Gujarat,Panchmahal,8.0,15.7,1963.0
134,2013,3,Gujarat,Panchmahal,15.19,35.57,2342.0
134,2014,3,Gujarat,Panchmahal,3.46,5.69,1645.0
134,2015,3,Gujarat,Panchmahal,3.06,5.16,1686.0
134,2016,3,Gujarat,Panchmahal,4.05,9.21,2272.0
134,2017,3,Gujarat,Panchmahal,1.17,2.27,1938.0
134,2018,3,Gujarat,Panchmahal,2.05,3.97,1941.0
134,2019,3,Gujarat,Panchmahal,2.18,4.29,1971.0
135,1990,3,Gujarat,Rajkot,81.3,44.9,552.0
135,1991,3,Gujarat,Rajkot,74.4,31.6,425.0
135,1992,3,Gujarat,Rajkot,83.1,90.5,1089.0
135,1993,3,Gujarat,Rajkot,77.6,11.5,148.0
135,1994,3,Gujarat,Rajkot,74.0,93.0,1257.0
135,1995,3,Gujarat,Rajkot,65.0,40.3,620.0
135,1996,3,Gujarat,Rajkot,63.1,83.5,1323.0
135,1997,3,Gujarat,Rajkot,60.7,93.8,1545.0
135,1998,3,Gujarat,Rajkot,54.0,56.4,1044.0
135,1999,3,Gujarat,Rajkot,50.6,11.9,235.0
135,2000,3,Gujarat,Rajkot,46.3,26.6,575.0
135,2001,3,Gujarat,Rajkot,41.8,65.2,1560.0
135,2002,3,Gujarat,Rajkot,41.5,27.0,651.0
135,2003,3,Gujarat,Rajkot,40.1,72.2,1800.0
135,2004,3,Gujarat,Rajkot,32.9,39.1,1188.0
135,2005,3,Gujarat,Rajkot,34.8,59.3,1704.0
135,2006,3,Gujarat,Rajkot,30.5,21.7,711.0
135,2007,3,Gujarat,Rajkot,18.5,28.1,1519.0
135,2008,3,Gujarat,Rajkot,13.3,13.6,1023.0
135,2009,3,Gujarat,Rajkot,17.9,20.1,1123.0
135,2010,3,Gujarat,Rajkot,7.8,11.3,1449.0
135,2011,3,Gujarat,Rajkot,5.8,8.9,1534.0
135,2012,3,Gujarat,Rajkot,4.2,0.5,119.0
135,2013,3,Gujarat,Rajkot,5.52,8.5,1540.0
135,2014,3,Gujarat,Rajkot,0.6,1.51,2517.0
135,2015,3,Gujarat,Rajkot,0.3,0.72,2400.0
135,2016,3,Gujarat,Rajkot,0.28,0.68,2480.0
135,2017,3,Gujarat,Rajkot,1.39,2.65,1897.0
135,2018,3,Gujarat,Rajkot,0.9,1.6,1786.0
135,2019,3,Gujarat,Rajkot,1.89,4.78,2525.0
136,1990,3,Gujarat,Sabarkantha,58.2,43.1,741.0
136,1991,3,Gujarat,Sabarkantha,55.7,27.6,496.0
136,1992,3,Gujarat,Sabarkantha,50.6,48.6,960.0
136,1993,3,Gujarat,Sabarkantha,44.5,26.2,589.0
136,1994,3,Gujarat,Sabarkantha,44.0,28.0,636.0
136,1995,3,Gujarat,Sabarkantha,42.7,33.2,778.0
136,1996,3,Gujarat,Sabarkantha,23.5,29.0,1234.0
136,1997,3,Gujarat,Sabarkantha,40.0,36.5,913.0
136,1998,3,Gujarat,Sabarkantha,37.5,39.5,1053.0
136,1999,3,Gujarat,Sabarkantha,36.0,32.9,914.0
136,2000,3,Gujarat,Sabarkantha,32.8,35.4,1079.0
136,2001,3,Gujarat,Sabarkantha,30.1,29.5,980.0
136,2002,3,Gujarat,Sabarkantha,22.1,29.6,1339.0
136,2003,3,Gujarat,Sabarkantha,24.6,30.2,1228.0
136,2004,3,Gujarat,Sabarkantha,18.4,20.1,1092.0
136,2005,3,Gujarat,Sabarkantha,21.8,31.3,1436.0
136,2006,3,Gujarat,Sabarkantha,22.8,31.5,1382.0
136,2007,3,Gujarat,Sabarkantha,21.5,39.0,1814.0
136,2008,3,Gujarat,Sabarkantha,13.5,25.6,1896.0
136,2009,3,Gujarat,Sabarkantha,12.5,23.3,1864.0
136,2010,3,Gujarat,Sabarkantha,26.8,57.2,2134.0
136,2011,3,Gujarat,Sabarkantha,13.2,29.6,2242.0
136,2012,3,Gujarat,Sabarkantha,19.7,37.9,1924.0
136,2013,3,Gujarat,Sabarkantha,14.58,26.0,1783.0
136,2014,3,Gujarat,Sabarkantha,7.4,18.34,2478.0
136,2015,3,Gujarat,Sabarkantha,2.46,6.51,2646.0
136,2016,3,Gujarat,Sabarkantha,1.49,3.89,2611.0
136,2017,3,Gujarat,Sabarkantha,3.23,10.66,3297.0
136,2018,3,Gujarat,Sabarkantha,2.02,6.62,3283.0
136,2019,3,Gujarat,Sabarkantha,2.96,9.04,3056.0
137,1990,3,Gujarat,Surat,1.2,0.9,750.0
137,1991,3,Gujarat,Surat,1.4,0.6,429.0
137,1992,3,Gujarat,Surat,1.7,2.0,1176.0
137,1993,3,Gujarat,Surat,1.3,0.5,385.0
137,1994,3,Gujarat,Surat,1.0,1.0,1000.0
137,1995,3,Gujarat,Surat,1.2,0.8,667.0
137,1997,3,Gujarat,Surat,0.3,0.3,1000.0
137,1998,3,Gujarat,Surat,0.6,0.5,833.0
137,1999,3,Gujarat,Surat,1.1,0.6,545.0
137,2000,3,Gujarat,Surat,1.0,0.6,600.0
137,2001,3,Gujarat,Surat,1.0,1.3,1300.0
137,2002,3,Gujarat,Surat,0.4,0.3,750.0
137,2003,3,Gujarat,Surat,0.3,0.4,1333.0
137,2004,3,Gujarat,Surat,0.3,0.3,1000.0
137,2005,3,Gujarat,Surat,0.3,0.3,1000.0
137,2006,3,Gujarat,Surat,1.2,0.9,750.0
137,2007,3,Gujarat,Surat,3.6,2.4,667.0
137,2008,3,Gujarat,Surat,0.1,0.1,1000.0
137,2009,3,Gujarat,Surat,0.5,0.6,1200.0
137,2010,3,Gujarat,Surat,0.3,0.3,1000.0
137,2013,3,Gujarat,Surat,0.06,0.16,2667.0
137,2014,3,Gujarat,Surat,0.23,0.41,1783.0
137,2015,3,Gujarat,Surat,0.05,0.12,2400.0
137,2016,3,Gujarat,Surat,0.05,0.13,2491.0
137,2017,3,Gujarat,Surat,0.03,0.08,2923.0
137,2019,3,Gujarat,Surat,0.01,0.02,1700.0
138,1990,3,Gujarat,Surendranagar,77.2,47.5,615.0
138,1991,3,Gujarat,Surendranagar,101.5,37.8,372.0
138,1992,3,Gujarat,Surendranagar,110.1,118.3,1074.0
138,1993,3,Gujarat,Surendranagar,105.7,47.9,453.0
138,1994,3,Gujarat,Surendranagar,98.0,100.0,1020.0
138,1995,3,Gujarat,Surendranagar,91.3,61.0,668.0
138,1996,3,Gujarat,Surendranagar,85.8,100.2,1168.0
138,1997,3,Gujarat,Surendranagar,82.9,99.8,1204.0
138,1998,3,Gujarat,Surendranagar,68.5,92.3,1347.0
138,1999,3,Gujarat,Surendranagar,73.1,43.9,601.0
138,2000,3,Gujarat,Surendranagar,71.5,60.2,842.0
138,2001,3,Gujarat,Surendranagar,70.3,112.4,1599.0
